count,error_type,format,model_cell
33,day_of_week_error,javascript_date,openai_med_nr
14,extraction_error,javascript_date,openai_med_nr
2,timezone_error,javascript_date,openai_med_nr
2,unknown,javascript_date,openai_med_nr
12,arithmetic_error,javascript_date,openai_med_nr_chat
1,day_of_week_error,javascript_date,openai_med_nr_chat
1,extraction_error,javascript_date,openai_med_nr_chat
3,timezone_error,javascript_date,openai_med_nr_chat
1,unknown,javascript_date,openai_med_nr_chat
12,arithmetic_error,javascript_date,openai_med_r
1,extraction_error,javascript_date,openai_med_r
3,timezone_error,javascript_date,openai_med_r
10,arithmetic_error,javascript_date,openai_small_nr
1,day_of_week_error,javascript_date,openai_small_nr
3,extraction_error,javascript_date,openai_small_nr
1,syntax_error,javascript_date,openai_small_nr
2,timezone_error,javascript_date,openai_small_nr
11,arithmetic_error,javascript_date,openai_small_r
2,day_of_week_error,javascript_date,openai_small_r
4,extraction_error,javascript_date,openai_small_r
1,format_error,javascript_date,openai_small_r
2,timezone_error,javascript_date,openai_small_r
1,unknown,javascript_date,openai_small_r
222,syntax_error,javascript_date,qwen_large_nr
235,syntax_error,javascript_date,qwen_small_nr
13,arithmetic_error,natural_language,anthropic_large_nr
10,day_of_week_error,natural_language,anthropic_large_nr
7,extraction_error,natural_language,anthropic_large_nr
4,timezone_error,natural_language,anthropic_large_nr
1,unknown,natural_language,anthropic_large_nr
11,arithmetic_error,natural_language,anthropic_large_r
9,extraction_error,natural_language,anthropic_large_r
7,timezone_error,natural_language,anthropic_large_r
2,unknown,natural_language,anthropic_large_r
2,arithmetic_error,natural_language,anthropic_med_nr
31,day_of_week_error,natural_language,anthropic_med_nr
6,extraction_error,natural_language,anthropic_med_nr
11,timezone_error,natural_language,anthropic_med_nr
3,unknown,natural_language,anthropic_med_nr
8,arithmetic_error,natural_language,anthropic_med_r
8,day_of_week_error,natural_language,anthropic_med_r
7,extraction_error,natural_language,anthropic_med_r
5,timezone_error,natural_language,anthropic_med_r
1,unknown,natural_language,anthropic_med_r
13,arithmetic_error,natural_language,anthropic_small_nr
46,day_of_week_error,natural_language,anthropic_small_nr
2,extraction_error,natural_language,anthropic_small_nr
2,syntax_error,natural_language,anthropic_small_nr
9,timezone_error,natural_language,anthropic_small_nr
1,unknown,natural_language,anthropic_small_nr
12,arithmetic_error,natural_language,anthropic_small_r
4,day_of_week_error,natural_language,anthropic_small_r
7,extraction_error,natural_language,anthropic_small_r
1,syntax_error,natural_language,anthropic_small_r
8,timezone_error,natural_language,anthropic_small_r
4,unknown,natural_language,anthropic_small_r
10,arithmetic_error,natural_language,glm_med_nr
2,extraction_error,natural_language,glm_med_nr
31,syntax_error,natural_language,glm_med_nr
12,timezone_error,natural_language,glm_med_nr
10,arithmetic_error,natural_language,google_large_nr
6,extraction_error,natural_language,google_large_nr
5,timezone_error,natural_language,google_large_nr
9,arithmetic_error,natural_language,google_large_r
4,extraction_error,natural_language,google_large_r
6,syntax_error,natural_language,google_large_r
6,timezone_error,natural_language,google_large_r
1,unknown,natural_language,google_large_r
11,arithmetic_error,natural_language,google_med_nr
19,day_of_week_error,natural_language,google_med_nr
5,extraction_error,natural_language,google_med_nr
24,timezone_error,natural_language,google_med_nr
10,arithmetic_error,natural_language,google_med_r
2,day_of_week_error,natural_language,google_med_r
9,extraction_error,natural_language,google_med_r
13,timezone_error,natural_language,google_med_r
1,unknown,natural_language,google_med_r
7,arithmetic_error,natural_language,google_small_nr
16,day_of_week_error,natural_language,google_small_nr
9,extraction_error,natural_language,google_small_nr
9,timezone_error,natural_language,google_small_nr
1,unknown,natural_language,google_small_nr
12,arithmetic_error,natural_language,google_small_r
26,day_of_week_error,natural_language,google_small_r
6,extraction_error,natural_language,google_small_r
24,timezone_error,natural_language,google_small_r
8,arithmetic_error,natural_language,openai_large_nr
14,day_of_week_error,natural_language,openai_large_nr
4,extraction_error,natural_language,openai_large_nr
20,timezone_error,natural_language,openai_large_nr
3,unknown,natural_language,openai_large_nr
9,arithmetic_error,natural_language,openai_large_r
3,syntax_error,natural_language,openai_large_r
39,timezone_error,natural_language,openai_large_r
8,arithmetic_error,natural_language,openai_med_nr
32,day_of_week_error,natural_language,openai_med_nr
10,extraction_error,natural_language,openai_med_nr
10,timezone_error,natural_language,openai_med_nr
10,arithmetic_error,natural_language,openai_med_nr_chat
1,day_of_week_error,natural_language,openai_med_nr_chat
5,extraction_error,natural_language,openai_med_nr_chat
22,timezone_error,natural_language,openai_med_nr_chat
1,unknown,natural_language,openai_med_nr_chat
10,arithmetic_error,natural_language,openai_med_r
7,extraction_error,natural_language,openai_med_r
34,timezone_error,natural_language,openai_med_r
1,unknown,natural_language,openai_med_r
10,arithmetic_error,natural_language,openai_small_nr
1,day_of_week_error,natural_language,openai_small_nr
9,extraction_error,natural_language,openai_small_nr
15,timezone_error,natural_language,openai_small_nr
9,arithmetic_error,natural_language,openai_small_r
3,day_of_week_error,natural_language,openai_small_r
8,extraction_error,natural_language,openai_small_r
11,timezone_error,natural_language,openai_small_r
2,arithmetic_error,natural_language,qwen_large_nr
173,syntax_error,natural_language,qwen_large_nr
171,syntax_error,natural_language,qwen_small_nr
1,timezone_error,natural_language,qwen_small_nr
11,arithmetic_error,python_datetime,anthropic_large_nr
10,extraction_error,python_datetime,anthropic_large_nr
2,timezone_error,python_datetime,anthropic_large_nr
6,unknown,python_datetime,anthropic_large_nr
8,arithmetic_error,python_datetime,anthropic_large_r
5,extraction_error,python_datetime,anthropic_large_r
4,timezone_error,python_datetime,anthropic_large_r
1,unknown,python_datetime,anthropic_large_r
12,arithmetic_error,python_datetime,anthropic_med_nr
6,extraction_error,python_datetime,anthropic_med_nr
1,timezone_error,python_datetime,anthropic_med_nr
6,unknown,python_datetime,anthropic_med_nr
9,arithmetic_error,python_datetime,anthropic_med_r
4,extraction_error,python_datetime,anthropic_med_r
3,timezone_error,python_datetime,anthropic_med_r
4,unknown,python_datetime,anthropic_med_r
39,arithmetic_error,python_datetime,anthropic_small_nr
4,extraction_error,python_datetime,anthropic_small_nr
7,timezone_error,python_datetime,anthropic_small_nr
7,unknown,python_datetime,anthropic_small_nr
11,arithmetic_error,python_datetime,anthropic_small_r
9,extraction_error,python_datetime,anthropic_small_r
5,timezone_error,python_datetime,anthropic_small_r
5,unknown,python_datetime,anthropic_small_r
12,arithmetic_error,python_datetime,glm_med_nr
1,extraction_error,python_datetime,glm_med_nr
9,syntax_error,python_datetime,glm_med_nr
2,timezone_error,python_datetime,glm_med_nr
9,arithmetic_error,python_datetime,google_large_nr
7,extraction_error,python_datetime,google_large_nr
1,syntax_error,python_datetime,google_large_nr
3,timezone_error,python_datetime,google_large_nr
9,arithmetic_error,python_datetime,google_large_r
7,extraction_error,python_datetime,google_large_r
1,syntax_error,python_datetime,google_large_r
4,timezone_error,python_datetime,google_large_r
1,unknown,python_datetime,google_large_r
11,arithmetic_error,python_datetime,google_med_nr
4,extraction_error,python_datetime,google_med_nr
5,timezone_error,python_datetime,google_med_nr
2,unknown,python_datetime,google_med_nr
11,arithmetic_error,python_datetime,google_med_r
10,extraction_error,python_datetime,google_med_r
1,instruction_violation,python_datetime,google_med_r
3,timezone_error,python_datetime,google_med_r
2,unknown,python_datetime,google_med_r
12,arithmetic_error,python_datetime,google_small_nr
9,extraction_error,python_datetime,google_small_nr
5,timezone_error,python_datetime,google_small_nr
4,unknown,python_datetime,google_small_nr
11,arithmetic_error,python_datetime,google_small_r
5,extraction_error,python_datetime,google_small_r
5,timezone_error,python_datetime,google_small_r
4,unknown,python_datetime,google_small_r
16,arithmetic_error,python_datetime,openai_large_nr
3,extraction_error,python_datetime,openai_large_nr
4,timezone_error,python_datetime,openai_large_nr
7,unknown,python_datetime,openai_large_nr
1,arithmetic_error,python_datetime,openai_large_r
2,extraction_error,python_datetime,openai_large_r
11,syntax_error,python_datetime,openai_large_r
3,timezone_error,python_datetime,openai_large_r
29,arithmetic_error,python_datetime,openai_med_nr
10,extraction_error,python_datetime,openai_med_nr
5,timezone_error,python_datetime,openai_med_nr
7,unknown,python_datetime,openai_med_nr
13,arithmetic_error,python_datetime,openai_med_nr_chat
1,extraction_error,python_datetime,openai_med_nr_chat
3,timezone_error,python_datetime,openai_med_nr_chat
2,unknown,python_datetime,openai_med_nr_chat
5,arithmetic_error,python_datetime,openai_med_r
1,extraction_error,python_datetime,openai_med_r
3,timezone_error,python_datetime,openai_med_r
12,arithmetic_error,python_datetime,openai_small_nr
6,extraction_error,python_datetime,openai_small_nr
2,syntax_error,python_datetime,openai_small_nr
2,timezone_error,python_datetime,openai_small_nr
1,unknown,python_datetime,openai_small_nr
9,arithmetic_error,python_datetime,openai_small_r
4,extraction_error,python_datetime,openai_small_r
3,timezone_error,python_datetime,openai_small_r
3,unknown,python_datetime,openai_small_r
7,arithmetic_error,python_datetime,qwen_large_nr
38,syntax_error,python_datetime,qwen_large_nr
1,timezone_error,python_datetime,qwen_large_nr
4,arithmetic_error,python_datetime,qwen_small_nr
68,syntax_error,python_datetime,qwen_small_nr
4,timezone_error,python_datetime,qwen_small_nr
6,arithmetic_error,rfc_2822,anthropic_large_nr
7,day_of_week_error,rfc_2822,anthropic_large_nr
6,extraction_error,rfc_2822,anthropic_large_nr
2,timezone_error,rfc_2822,anthropic_large_nr
2,unknown,rfc_2822,anthropic_large_nr
11,arithmetic_error,rfc_2822,anthropic_large_r
2,day_of_week_error,rfc_2822,anthropic_large_r
4,extraction_error,rfc_2822,anthropic_large_r
3,timezone_error,rfc_2822,anthropic_large_r
1,unknown,rfc_2822,anthropic_large_r
9,arithmetic_error,rfc_2822,anthropic_med_nr
23,day_of_week_error,rfc_2822,anthropic_med_nr
5,extraction_error,rfc_2822,anthropic_med_nr
3,unknown,rfc_2822,anthropic_med_nr
8,arithmetic_error,rfc_2822,anthropic_med_r
5,day_of_week_error,rfc_2822,anthropic_med_r
5,extraction_error,rfc_2822,anthropic_med_r
2,timezone_error,rfc_2822,anthropic_med_r
16,arithmetic_error,rfc_2822,anthropic_small_nr
35,day_of_week_error,rfc_2822,anthropic_small_nr
6,extraction_error,rfc_2822,anthropic_small_nr
1,syntax_error,rfc_2822,anthropic_small_nr
2,timezone_error,rfc_2822,anthropic_small_nr
3,unknown,rfc_2822,anthropic_small_nr
12,arithmetic_error,rfc_2822,anthropic_small_r
8,day_of_week_error,rfc_2822,anthropic_small_r
12,extraction_error,rfc_2822,anthropic_small_r
2,timezone_error,rfc_2822,anthropic_small_r
2,unknown,rfc_2822,anthropic_small_r
9,arithmetic_error,rfc_2822,glm_med_nr
2,extraction_error,rfc_2822,glm_med_nr
16,syntax_error,rfc_2822,glm_med_nr
3,timezone_error,rfc_2822,glm_med_nr
10,arithmetic_error,rfc_2822,google_large_nr
6,extraction_error,rfc_2822,google_large_nr
4,timezone_error,rfc_2822,google_large_nr
9,arithmetic_error,rfc_2822,google_large_r
7,extraction_error,rfc_2822,google_large_r
1,syntax_error,rfc_2822,google_large_r
4,timezone_error,rfc_2822,google_large_r
12,arithmetic_error,rfc_2822,google_med_nr
21,day_of_week_error,rfc_2822,google_med_nr
4,extraction_error,rfc_2822,google_med_nr
4,timezone_error,rfc_2822,google_med_nr
11,arithmetic_error,rfc_2822,google_med_r
3,day_of_week_error,rfc_2822,google_med_r
7,extraction_error,rfc_2822,google_med_r
1,instruction_violation,rfc_2822,google_med_r
3,timezone_error,rfc_2822,google_med_r
9,arithmetic_error,rfc_2822,google_small_nr
20,day_of_week_error,rfc_2822,google_small_nr
9,extraction_error,rfc_2822,google_small_nr
6,timezone_error,rfc_2822,google_small_nr
11,arithmetic_error,rfc_2822,google_small_r
17,day_of_week_error,rfc_2822,google_small_r
5,extraction_error,rfc_2822,google_small_r
4,timezone_error,rfc_2822,google_small_r
1,unknown,rfc_2822,google_small_r
13,arithmetic_error,rfc_2822,openai_large_nr
13,day_of_week_error,rfc_2822,openai_large_nr
3,extraction_error,rfc_2822,openai_large_nr
3,timezone_error,rfc_2822,openai_large_nr
2,unknown,rfc_2822,openai_large_nr
6,arithmetic_error,rfc_2822,openai_large_r
1,extraction_error,rfc_2822,openai_large_r
5,syntax_error,rfc_2822,openai_large_r
3,timezone_error,rfc_2822,openai_large_r
8,arithmetic_error,rfc_2822,openai_med_nr
32,day_of_week_error,rfc_2822,openai_med_nr
6,extraction_error,rfc_2822,openai_med_nr
4,timezone_error,rfc_2822,openai_med_nr
11,arithmetic_error,rfc_2822,openai_med_nr_chat
3,day_of_week_error,rfc_2822,openai_med_nr_chat
1,extraction_error,rfc_2822,openai_med_nr_chat
2,timezone_error,rfc_2822,openai_med_nr_chat
1,unknown,rfc_2822,openai_med_nr_chat
11,arithmetic_error,rfc_2822,openai_med_r
2,extraction_error,rfc_2822,openai_med_r
3,timezone_error,rfc_2822,openai_med_r
9,arithmetic_error,rfc_2822,openai_small_nr
2,day_of_week_error,rfc_2822,openai_small_nr
5,extraction_error,rfc_2822,openai_small_nr
5,syntax_error,rfc_2822,openai_small_nr
2,timezone_error,rfc_2822,openai_small_nr
10,arithmetic_error,rfc_2822,openai_small_r
1,day_of_week_error,rfc_2822,openai_small_r
3,extraction_error,rfc_2822,openai_small_r
1,syntax_error,rfc_2822,openai_small_r
2,timezone_error,rfc_2822,openai_small_r
1,unknown,rfc_2822,openai_small_r
1,arithmetic_error,rfc_2822,qwen_large_nr
82,syntax_error,rfc_2822,qwen_large_nr
2,timezone_error,rfc_2822,qwen_large_nr
2,arithmetic_error,rfc_2822,qwen_small_nr
124,syntax_error,rfc_2822,qwen_small_nr
2,timezone_error,rfc_2822,qwen_small_nr
7,arithmetic_error,rfc_3339,anthropic_large_nr
10,extraction_error,rfc_3339,anthropic_large_nr
2,timezone_error,rfc_3339,anthropic_large_nr
4,unknown,rfc_3339,anthropic_large_nr
11,arithmetic_error,rfc_3339,anthropic_large_r
7,extraction_error,rfc_3339,anthropic_large_r
3,timezone_error,rfc_3339,anthropic_large_r
2,unknown,rfc_3339,anthropic_large_r
14,arithmetic_error,rfc_3339,anthropic_med_nr
5,extraction_error,rfc_3339,anthropic_med_nr
3,timezone_error,rfc_3339,anthropic_med_nr
4,unknown,rfc_3339,anthropic_med_nr
9,arithmetic_error,rfc_3339,anthropic_med_r
1,extraction_error,rfc_3339,anthropic_med_r
3,timezone_error,rfc_3339,anthropic_med_r
4,unknown,rfc_3339,anthropic_med_r
43,arithmetic_error,rfc_3339,anthropic_small_nr
7,extraction_error,rfc_3339,anthropic_small_nr
8,timezone_error,rfc_3339,anthropic_small_nr
4,unknown,rfc_3339,anthropic_small_nr
11,arithmetic_error,rfc_3339,anthropic_small_r
9,extraction_error,rfc_3339,anthropic_small_r
1,syntax_error,rfc_3339,anthropic_small_r
3,timezone_error,rfc_3339,anthropic_small_r
3,unknown,rfc_3339,anthropic_small_r
11,arithmetic_error,rfc_3339,glm_med_nr
3,extraction_error,rfc_3339,glm_med_nr
7,syntax_error,rfc_3339,glm_med_nr
3,timezone_error,rfc_3339,glm_med_nr
10,arithmetic_error,rfc_3339,google_large_nr
6,extraction_error,rfc_3339,google_large_nr
3,timezone_error,rfc_3339,google_large_nr
9,arithmetic_error,rfc_3339,google_large_r
7,extraction_error,rfc_3339,google_large_r
3,syntax_error,rfc_3339,google_large_r
3,timezone_error,rfc_3339,google_large_r
1,unknown,rfc_3339,google_large_r
13,arithmetic_error,rfc_3339,google_med_nr
2,extraction_error,rfc_3339,google_med_nr
5,timezone_error,rfc_3339,google_med_nr
2,unknown,rfc_3339,google_med_nr
10,arithmetic_error,rfc_3339,google_med_r
6,extraction_error,rfc_3339,google_med_r
3,timezone_error,rfc_3339,google_med_r
3,unknown,rfc_3339,google_med_r
14,arithmetic_error,rfc_3339,google_small_nr
9,extraction_error,rfc_3339,google_small_nr
1,format_error,rfc_3339,google_small_nr
4,timezone_error,rfc_3339,google_small_nr
4,unknown,rfc_3339,google_small_nr
13,arithmetic_error,rfc_3339,google_small_r
4,extraction_error,rfc_3339,google_small_r
4,timezone_error,rfc_3339,google_small_r
3,unknown,rfc_3339,google_small_r
17,arithmetic_error,rfc_3339,openai_large_nr
1,extraction_error,rfc_3339,openai_large_nr
4,timezone_error,rfc_3339,openai_large_nr
4,unknown,rfc_3339,openai_large_nr
9,arithmetic_error,rfc_3339,openai_large_r
2,extraction_error,rfc_3339,openai_large_r
3,syntax_error,rfc_3339,openai_large_r
2,timezone_error,rfc_3339,openai_large_r
33,arithmetic_error,rfc_3339,openai_med_nr
5,extraction_error,rfc_3339,openai_med_nr
6,timezone_error,rfc_3339,openai_med_nr
4,unknown,rfc_3339,openai_med_nr
10,arithmetic_error,rfc_3339,openai_med_nr_chat
3,timezone_error,rfc_3339,openai_med_nr_chat
1,unknown,rfc_3339,openai_med_nr_chat
10,arithmetic_error,rfc_3339,openai_med_r
3,extraction_error,rfc_3339,openai_med_r
3,timezone_error,rfc_3339,openai_med_r
8,arithmetic_error,rfc_3339,openai_small_nr
7,extraction_error,rfc_3339,openai_small_nr
4,syntax_error,rfc_3339,openai_small_nr
2,timezone_error,rfc_3339,openai_small_nr
10,arithmetic_error,rfc_3339,openai_small_r
6,extraction_error,rfc_3339,openai_small_r
2,timezone_error,rfc_3339,openai_small_r
1,unknown,rfc_3339,openai_small_r
3,arithmetic_error,rfc_3339,qwen_large_nr
40,syntax_error,rfc_3339,qwen_large_nr
2,timezone_error,rfc_3339,qwen_large_nr
8,arithmetic_error,rfc_3339,qwen_small_nr
48,syntax_error,rfc_3339,qwen_small_nr
3,timezone_error,rfc_3339,qwen_small_nr
163,epoch_conversion_error,unix_epoch,anthropic_large_nr
27,extraction_error,unix_epoch,anthropic_large_nr
1,syntax_error,unix_epoch,anthropic_large_nr
101,epoch_conversion_error,unix_epoch,anthropic_large_r
14,extraction_error,unix_epoch,anthropic_large_r
1,syntax_error,unix_epoch,anthropic_large_r
138,epoch_conversion_error,unix_epoch,anthropic_med_nr
26,extraction_error,unix_epoch,anthropic_med_nr
1,instruction_violation,unix_epoch,anthropic_med_nr
1,syntax_error,unix_epoch,anthropic_med_nr
53,epoch_conversion_error,unix_epoch,anthropic_med_r
8,extraction_error,unix_epoch,anthropic_med_r
1,syntax_error,unix_epoch,anthropic_med_r
203,epoch_conversion_error,unix_epoch,anthropic_small_nr
29,extraction_error,unix_epoch,anthropic_small_nr
2,syntax_error,unix_epoch,anthropic_small_nr
139,epoch_conversion_error,unix_epoch,anthropic_small_r
22,extraction_error,unix_epoch,anthropic_small_r
7,syntax_error,unix_epoch,anthropic_small_r
11,epoch_conversion_error,unix_epoch,glm_med_nr
3,extraction_error,unix_epoch,glm_med_nr
188,syntax_error,unix_epoch,glm_med_nr
20,epoch_conversion_error,unix_epoch,google_large_nr
5,extraction_error,unix_epoch,google_large_nr
1,syntax_error,unix_epoch,google_large_nr
19,epoch_conversion_error,unix_epoch,google_large_r
6,extraction_error,unix_epoch,google_large_r
9,syntax_error,unix_epoch,google_large_r
86,epoch_conversion_error,unix_epoch,google_med_nr
14,extraction_error,unix_epoch,google_med_nr
2,syntax_error,unix_epoch,google_med_nr
17,epoch_conversion_error,unix_epoch,google_med_r
10,extraction_error,unix_epoch,google_med_r
1,instruction_violation,unix_epoch,google_med_r
1,syntax_error,unix_epoch,google_med_r
158,epoch_conversion_error,unix_epoch,google_small_nr
24,extraction_error,unix_epoch,google_small_nr
1,syntax_error,unix_epoch,google_small_nr
96,epoch_conversion_error,unix_epoch,google_small_r
13,extraction_error,unix_epoch,google_small_r
2,syntax_error,unix_epoch,google_small_r
109,epoch_conversion_error,unix_epoch,openai_large_nr
15,extraction_error,unix_epoch,openai_large_nr
2,syntax_error,unix_epoch,openai_large_nr
11,epoch_conversion_error,unix_epoch,openai_large_r
1,extraction_error,unix_epoch,openai_large_r
8,syntax_error,unix_epoch,openai_large_r
180,epoch_conversion_error,unix_epoch,openai_med_nr
26,extraction_error,unix_epoch,openai_med_nr
1,syntax_error,unix_epoch,openai_med_nr
16,epoch_conversion_error,unix_epoch,openai_med_nr_chat
2,extraction_error,unix_epoch,openai_med_nr_chat
1,syntax_error,unix_epoch,openai_med_nr_chat
19,epoch_conversion_error,unix_epoch,openai_med_r
3,extraction_error,unix_epoch,openai_med_r
1,syntax_error,unix_epoch,openai_med_r
10,epoch_conversion_error,unix_epoch,openai_small_nr
8,extraction_error,unix_epoch,openai_small_nr
26,syntax_error,unix_epoch,openai_small_nr
27,epoch_conversion_error,unix_epoch,openai_small_r
7,extraction_error,unix_epoch,openai_small_r
1,syntax_error,unix_epoch,openai_small_r
1,epoch_conversion_error,unix_epoch,qwen_large_nr
1,extraction_error,unix_epoch,qwen_large_nr
